时间,耗时,索引,分数,等级,结果
2022-12-06 19:14:53,1734ms,0,0,3,NG
2022-12-06 19:15:00,1703ms,0,0,3,NG
2022-12-06 19:15:05,1984ms,5,9999,3,PASS
2022-12-06 19:15:09,1734ms,0,0,3,NG
2022-12-06 19:15:12,1781ms,0,0,3,NG
2022-12-06 19:15:17,1984ms,1,9999,3,PASS
2022-12-06 19:15:22,1718ms,0,0,3,NG
2022-12-06 19:15:26,1844ms,0,0,3,NG
2022-12-06 19:15:32,1875ms,4,9999,3,PASS
2022-12-06 19:15:35,1766ms,0,0,3,NG
2022-12-06 19:15:39,1859ms,0,0,3,NG
2022-12-06 19:15:45,1953ms,7,9999,3,PASS
