时间,耗时,索引,分数,等级,结果
2021-05-31 19:06:50,282ms,45,100,3,PASS
2021-05-31 19:06:51,312ms,45,100,3,PASS
2021-05-31 19:06:52,282ms,45,100,3,PASS
2021-05-31 19:06:54,250ms,45,100,3,PASS
2021-05-31 19:06:55,266ms,45,100,3,PASS
2021-05-31 19:06:56,250ms,45,100,3,PASS
2021-05-31 19:06:58,297ms,45,100,3,PASS
2021-05-31 19:06:59,313ms,45,100,3,PASS
2021-05-31 19:07:01,297ms,45,100,3,PASS
2021-05-31 19:07:02,282ms,45,100,3,PASS
2021-05-31 19:07:14,313ms,0,0,3,NG
2021-05-31 19:07:37,266ms,45,100,3,PASS
2021-05-31 19:07:38,250ms,45,100,3,PASS
2021-05-31 19:07:39,282ms,45,100,3,PASS
2021-05-31 19:07:40,313ms,45,100,3,PASS
2021-05-31 19:07:41,281ms,45,100,3,PASS
2021-05-31 19:07:42,266ms,45,100,3,PASS
2021-05-31 19:07:43,282ms,45,100,3,PASS
2021-05-31 19:07:46,265ms,45,100,3,PASS
2021-05-31 19:08:01,281ms,45,100,3,PASS
2021-05-31 19:28:03,500ms,0,100,3,PASS
2021-05-31 19:28:05,500ms,0,100,3,PASS
2021-05-31 19:28:06,547ms,0,100,3,PASS
2021-05-31 19:28:08,453ms,0,100,3,PASS
2021-05-31 19:28:09,547ms,0,100,3,PASS
2021-05-31 19:28:11,563ms,0,100,3,PASS
2021-05-31 22:15:23,406ms,0,100,3,NG
2021-05-31 22:15:26,406ms,0,100,3,NG
2021-05-31 22:15:38,469ms,1,100,3,PASS
2021-05-31 22:15:40,453ms,1,100,3,PASS
2021-05-31 22:15:41,438ms,1,100,3,PASS
2021-05-31 22:15:43,454ms,1,100,3,PASS
2021-05-31 22:15:45,469ms,1,100,3,PASS
2021-05-31 22:15:46,453ms,1,100,3,PASS
2021-05-31 22:15:48,469ms,1,100,3,PASS
2021-05-31 22:15:49,500ms,1,100,3,PASS
2021-05-31 22:15:51,500ms,1,100,3,PASS
2021-05-31 22:15:52,484ms,1,100,3,PASS
2021-05-31 22:15:54,500ms,1,100,3,PASS
2021-05-31 22:15:55,531ms,1,100,3,PASS
2021-05-31 22:15:57,531ms,1,100,3,PASS
2021-05-31 22:15:58,531ms,1,100,3,PASS
2021-05-31 22:16:01,531ms,1,100,3,PASS
2021-05-31 22:16:04,547ms,1,100,3,PASS
2021-05-31 22:16:06,531ms,1,100,3,PASS
2021-05-31 22:16:08,547ms,1,100,3,PASS
2021-05-31 22:16:10,531ms,1,100,3,PASS
2021-05-31 22:16:17,547ms,1,100,3,PASS
2021-05-31 22:16:20,500ms,1,100,3,PASS
2021-05-31 22:16:21,547ms,1,100,3,PASS
2021-05-31 22:38:13,453ms,0,100,3,NG
2021-05-31 22:38:14,703ms,0,100,3,NG
2021-05-31 22:38:17,453ms,0,100,3,NG
2021-05-31 22:38:18,469ms,0,100,3,NG
2021-05-31 22:38:19,454ms,0,100,3,NG
2021-05-31 22:38:21,468ms,0,100,3,NG
2021-05-31 22:38:22,438ms,0,100,3,NG
2021-05-31 22:38:24,438ms,0,100,3,NG
2021-05-31 22:38:25,437ms,0,100,3,NG
2021-05-31 22:38:27,578ms,1,100,3,PASS
2021-05-31 22:38:28,516ms,1,100,3,PASS
2021-05-31 22:38:30,453ms,0,100,3,NG
2021-05-31 22:38:31,562ms,1,100,3,PASS
2021-05-31 22:38:33,453ms,0,100,3,NG
2021-05-31 22:38:35,453ms,0,100,3,NG
2021-05-31 22:38:36,453ms,0,100,3,NG
2021-05-31 22:38:37,453ms,0,100,3,NG
2021-05-31 22:38:39,547ms,1,100,3,PASS
2021-05-31 22:38:41,453ms,0,100,3,NG
2021-05-31 22:38:42,422ms,0,100,3,NG
2021-05-31 22:38:44,453ms,0,100,3,NG
2021-05-31 22:38:46,453ms,0,100,3,NG
2021-05-31 22:38:48,453ms,0,100,3,NG
2021-05-31 22:38:49,453ms,0,100,3,NG
2021-05-31 22:38:51,438ms,0,100,3,NG
2021-05-31 22:39:05,407ms,0,100,3,NG
2021-05-31 22:39:07,407ms,0,100,3,NG
2021-05-31 22:39:08,437ms,0,100,3,PASS
2021-05-31 22:39:10,437ms,0,100,3,PASS
2021-05-31 22:39:11,437ms,0,100,3,PASS
2021-05-31 22:39:13,469ms,0,100,3,PASS
2021-05-31 22:39:14,469ms,0,100,3,PASS
2021-05-31 22:43:42,406ms,0,100,3,NG
2021-05-31 22:43:44,422ms,0,100,3,NG
2021-05-31 22:43:45,469ms,0,100,3,PASS
2021-05-31 22:43:47,469ms,0,100,3,PASS
2021-05-31 22:43:48,469ms,0,100,3,PASS
2021-05-31 22:43:51,500ms,0,100,3,PASS
