时间,耗时,索引,分数,等级,结果
2021-10-17 12:00:28,547ms,2,40,3,NG
2021-10-17 12:00:29,453ms,2,180,3,PASS
2021-10-17 12:00:31,422ms,0,0,3,NG
2021-10-17 12:00:32,516ms,2,3,3,NG
2021-10-17 12:00:33,516ms,2,142,3,PASS
2021-10-17 12:00:35,407ms,2,69,3,PASS
2021-10-17 12:00:36,532ms,2,157,3,PASS
2021-10-17 12:00:37,484ms,2,137,3,PASS
2021-10-17 12:00:39,422ms,2,40,3,NG
2021-10-17 12:00:40,484ms,2,122,3,PASS
2021-10-17 12:00:41,390ms,2,40,3,NG
2021-10-17 12:00:43,500ms,2,216,3,PASS
2021-10-17 12:00:44,516ms,2,125,3,PASS
2021-10-17 12:00:45,500ms,2,143,3,PASS
2021-10-17 12:00:47,453ms,2,119,3,PASS
2021-10-17 12:00:48,562ms,2,160,3,PASS
2021-10-17 12:00:50,469ms,2,126,3,PASS
2021-10-17 12:00:51,500ms,2,120,3,PASS
2021-10-17 12:00:52,453ms,0,0,3,NG
2021-10-17 12:00:54,485ms,2,173,3,PASS
2021-10-17 12:00:55,515ms,2,190,3,PASS
2021-10-17 12:00:57,422ms,2,103,3,PASS
2021-10-17 12:00:58,437ms,2,101,3,PASS
2021-10-17 12:00:59,516ms,2,230,3,PASS
2021-10-17 12:01:01,438ms,2,115,3,PASS
2021-10-17 12:01:02,453ms,2,40,3,NG
2021-10-17 12:01:04,578ms,6,15,3,NG
